respondent_id,xyz_vaccine,seasonal_vaccine
30888,0.07,0.47
30889,0.59,0.51
30890,0.63,0.64
30891,0.17,0.48
30892,0.05,0.08
30893,0.41,0.49
30894,0.42,0.38
30895,0.5,0.67
30896,0.34,0.58
30897,0.16,0.45
30898,0.2,0.58
30899,0.11,0.82
30900,0.21,0.24
30901,0.57,0.69
30902,0.09,0.09
30903,0.22,0.27
30904,0.34,0.28
30905,0.48,0.64
30906,0.23,0.38
30907,0.17,0.3
30908,0.31,0.43
30909,0.19,0.5
30910,0.74,0.72
30911,0.28,0.59
30912,0.17,0.54
30913,0.23,0.42
30914,0.14,0.13
30915,0.7,0.84
30916,0.17,0.12
30917,0.46,0.61
30918,0.32,0.45
30919,0.27,0.3
30920,0.22,0.19
30921,0.36,0.55
30922,0.33,0.25
30923,0.17,0.6
30924,0.35,0.17
30925,0.55,0.73
30926,0.45,0.46
30927,0.28,0.34
30928,0.37,0.42
30929,0.21,0.39
30930,0.5,0.68
30931,0.24,0.63
30932,0.27,0.71
30933,0.32,0.44
30934,0.21,0.28
30935,0.15,0.57
30936,0.26,0.25
30937,0.22,0.66
30938,0.19,0.74
30939,0.14,0.48
30940,0.15,0.77
30941,0.23,0.21
30942,0.15,0.69
30943,0.14,0.71
30944,0.26,0.44
30945,0.02,0.0
30946,0.22,0.63
30947,0.28,0.34
30948,0.17,0.64
30949,0.07,0.52
30950,0.09,0.86
30951,0.14,0.33
30952,0.23,0.36
30953,0.1,0.59
30954,0.44,0.55
30955,0.14,0.59
30956,0.46,0.73
30957,0.23,0.29
30958,0.37,0.67
30959,0.69,0.8
30960,0.26,0.49
30961,0.28,0.44
30962,0.12,0.23
30963,0.26,0.76
30964,0.25,0.55
30965,0.15,0.51
30966,0.09,0.06
30967,0.73,0.74
30968,0.1,0.69
30969,0.38,0.75
30970,0.22,0.38
30971,0.09,0.11
30972,0.38,0.58
30973,0.13,0.25
30974,0.24,0.59
30975,0.53,0.52
30976,0.21,0.3
30977,0.27,0.41
30978,0.42,0.5
30979,0.47,0.59
30980,0.78,0.84
30981,0.26,0.25
30982,0.09,0.16
30983,0.17,0.68
30984,0.3,0.43
30985,0.69,0.62
30986,0.12,0.17
30987,0.14,0.33
30988,0.33,0.81
30989,0.14,0.74
30990,0.7,0.84
30991,0.22,0.38
30992,0.21,0.35
30993,0.09,0.15
30994,0.11,0.26
30995,0.2,0.34
30996,0.24,0.53
30997,0.36,0.62
30998,0.24,0.67
30999,0.21,0.73
31000,0.13,0.26
31001,0.57,0.67
31002,0.18,0.18
31003,0.13,0.22
31004,0.57,0.86
31005,0.38,0.55
31006,0.1,0.11
31007,0.21,0.72
31008,0.38,0.41
31009,0.13,0.3
31010,0.5,0.49
31011,0.36,0.58
31012,0.58,0.32
31013,0.24,0.22
31014,0.14,0.31
31015,0.11,0.13
31016,0.21,0.44
31017,0.14,0.3
31018,0.35,0.43
31019,0.13,0.67
31020,0.27,0.5
31021,0.15,0.25
31022,0.37,0.8
31023,0.29,0.2
31024,0.16,0.25
31025,0.7,0.81
31026,0.18,0.18
31027,0.56,0.81
31028,0.2,0.71
31029,0.12,0.15
31030,0.2,0.34
31031,0.33,0.54
31032,0.21,0.48
31033,0.24,0.21
31034,0.31,0.62
31035,0.57,0.79
31036,0.42,0.5
31037,0.2,0.3
31038,0.12,0.33
31039,0.18,0.8
31040,0.16,0.2
31041,0.19,0.77
31042,0.29,0.37
31043,0.12,0.41
31044,0.13,0.52
31045,0.32,0.63
31046,0.17,0.51
31047,0.18,0.21
31048,0.34,0.85
31049,0.23,0.3
31050,0.08,0.23
31051,0.18,0.32
31052,0.54,0.61
31053,0.28,0.21
31054,0.49,0.44
31055,0.49,0.45
31056,0.09,0.16
31057,0.67,0.58
31058,0.2,0.71
31059,0.14,0.35
31060,0.46,0.63
31061,0.12,0.3
31062,0.41,0.49
31063,0.38,0.66
31064,0.25,0.52
31065,0.23,0.21
31066,0.61,0.8
31067,0.35,0.2
31068,0.27,0.45
31069,0.63,0.83
31070,0.15,0.36
31071,0.36,0.53
31072,0.17,0.23
31073,0.6,0.9
31074,0.1,0.72
31075,0.2,0.69
31076,0.59,0.77
31077,0.22,0.25
31078,0.18,0.16
31079,0.43,0.6
31080,0.65,0.75
31081,0.13,0.55
31082,0.33,0.67
31083,0.22,0.72
31084,0.17,0.17
31085,0.13,0.23
31086,0.31,0.33
31087,0.19,0.62
31088,0.15,0.76
31089,0.22,0.16
31090,0.48,0.65
31091,0.21,0.58
31092,0.18,0.15
31093,0.15,0.13
31094,0.25,0.67
31095,0.21,0.25
31096,0.17,0.25
31097,0.63,0.71
31098,0.07,0.07
31099,0.16,0.27
31100,0.21,0.8
31101,0.33,0.5
31102,0.27,0.63
31103,0.63,0.71
31104,0.12,0.68
31105,0.21,0.57
31106,0.24,0.6
31107,0.37,0.46
31108,0.08,0.18
31109,0.29,0.12
31110,0.15,0.24
31111,0.28,0.48
31112,0.13,0.12
31113,0.15,0.28
31114,0.25,0.66
31115,0.09,0.29
31116,0.11,0.17
31117,0.28,0.8
31118,0.13,0.57
31119,0.28,0.41
31120,0.17,0.2
31121,0.68,0.77
31122,0.45,0.59
31123,0.33,0.27
31124,0.25,0.25
31125,0.24,0.32
31126,0.16,0.16
31127,0.27,0.21
31128,0.27,0.65
31129,0.13,0.17
31130,0.1,0.12
31131,0.55,0.75
31132,0.26,0.87
31133,0.12,0.25
31134,0.13,0.7
31135,0.18,0.67
31136,0.38,0.68
31137,0.25,0.18
31138,0.62,0.65
31139,0.36,0.42
31140,0.16,0.18
31141,0.3,0.81
31142,0.79,0.82
31143,0.44,0.48
31144,0.26,0.66
31145,0.41,0.53
31146,0.21,0.09
31147,0.32,0.51
31148,0.23,0.65
31149,0.34,0.2
31150,0.21,0.51
31151,0.06,0.19
31152,0.19,0.57
31153,0.18,0.24
31154,0.23,0.23
31155,0.64,0.91
31156,0.23,0.23
31157,0.28,0.6
31158,0.84,0.88
31159,0.12,0.17
31160,0.07,0.31
31161,0.45,0.34
31162,0.44,0.78
31163,0.36,0.38
31164,0.19,0.51
31165,0.23,0.31
31166,0.09,0.38
31167,0.14,0.25
31168,0.36,0.52
31169,0.26,0.31
31170,0.21,0.19
31171,0.22,0.27
31172,0.67,0.71
31173,0.29,0.55
31174,0.21,0.31
31175,0.29,0.29
31176,0.31,0.35
31177,0.31,0.81
31178,0.51,0.79
31179,0.28,0.67
31180,0.1,0.67
31181,0.45,0.66
31182,0.16,0.51
31183,0.18,0.37
31184,0.08,0.04
31185,0.21,0.31
31186,0.37,0.55
31187,0.09,0.2
31188,0.25,0.26
31189,0.22,0.38
31190,0.1,0.28
31191,0.47,0.49
31192,0.29,0.33
31193,0.23,0.36
31194,0.08,0.27
31195,0.42,0.25
31196,0.5,0.7
31197,0.17,0.35
31198,0.23,0.12
31199,0.18,0.33
31200,0.13,0.49
31201,0.16,0.08
31202,0.54,0.84
31203,0.07,0.05
31204,0.23,0.13
31205,0.12,0.86
31206,0.19,0.34
31207,0.15,0.28
31208,0.32,0.7
31209,0.32,0.52
31210,0.3,0.61
31211,0.08,0.18
31212,0.15,0.29
31213,0.25,0.33
31214,0.28,0.31
31215,0.16,0.63
31216,0.06,0.15
31217,0.13,0.68
31218,0.77,0.82
31219,0.71,0.77
31220,0.1,0.34
31221,0.23,0.52
31222,0.15,0.7
31223,0.41,0.44
31224,0.08,0.57
31225,0.09,0.14
31226,0.37,0.87
31227,0.21,0.34
31228,0.34,0.24
31229,0.54,0.57
31230,0.09,0.33
31231,0.18,0.17
31232,0.09,0.79
31233,0.5,0.42
31234,0.61,0.69
31235,0.3,0.48
31236,0.32,0.83
31237,0.26,0.39
31238,0.36,0.82
31239,0.48,0.55
31240,0.5,0.69
31241,0.07,0.19
31242,0.14,0.09
31243,0.2,0.67
31244,0.41,0.54
31245,0.26,0.42
31246,0.11,0.36
31247,0.23,0.59
31248,0.51,0.63
31249,0.11,0.15
31250,0.36,0.55
31251,0.61,0.86
31252,0.41,0.18
31253,0.21,0.8
31254,0.21,0.24
31255,0.26,0.42
31256,0.18,0.34
31257,0.21,0.3
31258,0.11,0.12
31259,0.26,0.7
31260,0.11,0.06
31261,0.17,0.27
31262,0.55,0.82
31263,0.33,0.35
31264,0.17,0.19
31265,0.42,0.47
31266,0.07,0.1
31267,0.38,0.77
31268,0.54,0.8
31269,0.38,0.35
31270,0.37,0.54
31271,0.25,0.29
31272,0.66,0.67
31273,0.32,0.46
31274,0.26,0.64
31275,0.06,0.09
31276,0.11,0.82
31277,0.22,0.26
31278,0.21,0.34
31279,0.12,0.23
31280,0.18,0.64
31281,0.15,0.2
31282,0.15,0.68
31283,0.11,0.42
31284,0.12,0.21
31285,0.22,0.79
31286,0.37,0.51
31287,0.11,0.54
31288,0.13,0.27
31289,0.43,0.7
31290,0.2,0.2
31291,0.14,0.12
31292,0.1,0.8
31293,0.07,0.52
31294,0.73,0.78
31295,0.2,0.16
31296,0.48,0.52
31297,0.19,0.84
31298,0.14,0.85
31299,0.28,0.38
31300,0.45,0.6
31301,0.59,0.6
31302,0.24,0.62
31303,0.11,0.29
31304,0.08,0.29
31305,0.52,0.65
31306,0.31,0.7
31307,0.09,0.1
31308,0.4,0.54
31309,0.26,0.53
31310,0.52,0.47
31311,0.16,0.38
31312,0.36,0.6
31313,0.21,0.23
31314,0.27,0.42
31315,0.22,0.28
31316,0.17,0.15
31317,0.19,0.2
31318,0.3,0.41
31319,0.18,0.4
31320,0.19,0.79
31321,0.33,0.25
31322,0.52,0.71
31323,0.45,0.85
31324,0.25,0.22
31325,0.34,0.51
31326,0.8,0.78
31327,0.2,0.52
31328,0.81,0.92
31329,0.17,0.72
31330,0.13,0.17
31331,0.08,0.39
31332,0.69,0.85
31333,0.73,0.6
31334,0.37,0.34
31335,0.21,0.25
31336,0.17,0.45
31337,0.14,0.32
31338,0.16,0.23
31339,0.23,0.67
31340,0.16,0.28
31341,0.2,0.67
31342,0.21,0.17
31343,0.26,0.53
31344,0.46,0.53
31345,0.63,0.8
31346,0.27,0.37
31347,0.24,0.34
31348,0.63,0.59
31349,0.25,0.28
31350,0.23,0.7
31351,0.22,0.56
31352,0.18,0.21
31353,0.18,0.28
31354,0.13,0.63
31355,0.27,0.74
31356,0.27,0.37
31357,0.38,0.58
31358,0.1,0.24
31359,0.17,0.26
31360,0.28,0.25
31361,0.3,0.55
31362,0.12,0.27
31363,0.58,0.6
31364,0.35,0.46
31365,0.44,0.58
31366,0.24,0.2
31367,0.11,0.12
31368,0.44,0.52
31369,0.43,0.66
31370,0.15,0.21
31371,0.17,0.23
31372,0.84,0.77
31373,0.11,0.59
31374,0.17,0.35
31375,0.49,0.78
31376,0.31,0.75
31377,0.79,0.85
31378,0.17,0.46
31379,0.63,0.61
31380,0.54,0.47
31381,0.33,0.24
31382,0.18,0.54
31383,0.78,0.83
31384,0.72,0.9
31385,0.32,0.61
31386,0.23,0.6
31387,0.35,0.57
31388,0.53,0.47
31389,0.19,0.81
31390,0.18,0.63
31391,0.77,0.91
31392,0.38,0.63
31393,0.35,0.26
31394,0.37,0.53
31395,0.14,0.09
31396,0.6,0.76
31397,0.15,0.22
31398,0.16,0.3
31399,0.66,0.77
31400,0.78,0.84
31401,0.26,0.69
31402,0.31,0.72
31403,0.35,0.17
31404,0.19,0.18
31405,0.19,0.64
31406,0.24,0.53
31407,0.45,0.35
31408,0.21,0.21
31409,0.12,0.24
31410,0.18,0.38
31411,0.32,0.43
31412,0.18,0.6
31413,0.16,0.27
31414,0.09,0.17
31415,0.27,0.54
31416,0.26,0.58
31417,0.33,0.75
31418,0.22,0.26
31419,0.75,0.78
31420,0.09,0.13
31421,0.27,0.37
31422,0.15,0.14
31423,0.6,0.76
31424,0.19,0.54
31425,0.21,0.39
31426,0.3,0.73
31427,0.22,0.54
31428,0.44,0.77
31429,0.33,0.83
31430,0.36,0.52
31431,0.2,0.18
31432,0.14,0.13
31433,0.8,0.86
31434,0.59,0.56
31435,0.16,0.28
31436,0.39,0.59
31437,0.34,0.68
31438,0.39,0.43
31439,0.46,0.71
31440,0.35,0.73
31441,0.64,0.72
31442,0.66,0.8
31443,0.1,0.08
31444,0.11,0.21
31445,0.25,0.35
31446,0.45,0.73
31447,0.44,0.48
31448,0.66,0.89
31449,0.25,0.28
31450,0.36,0.76
31451,0.43,0.72
31452,0.34,0.2
31453,0.33,0.35
31454,0.62,0.83
31455,0.15,0.79
31456,0.2,0.43
31457,0.29,0.33
31458,0.39,0.45
31459,0.18,0.28
31460,0.25,0.27
31461,0.13,0.61
31462,0.19,0.83
31463,0.17,0.71
31464,0.23,0.52
31465,0.73,0.81
31466,0.17,0.22
31467,0.53,0.86
31468,0.22,0.34
31469,0.48,0.46
31470,0.24,0.74
31471,0.2,0.63
31472,0.36,0.64
31473,0.59,0.72
31474,0.46,0.63
31475,0.64,0.67
31476,0.15,0.25
31477,0.29,0.29
31478,0.13,0.16
31479,0.4,0.82
31480,0.23,0.24
31481,0.13,0.62
31482,0.39,0.58
31483,0.25,0.21
31484,0.09,0.11
31485,0.08,0.07
31486,0.26,0.53
31487,0.74,0.75
31488,0.16,0.25
31489,0.72,0.74
31490,0.58,0.81
31491,0.39,0.53
31492,0.49,0.24
31493,0.13,0.16
31494,0.12,0.27
31495,0.25,0.54
31496,0.2,0.72
31497,0.13,0.27
31498,0.2,0.33
31499,0.22,0.45
31500,0.7,0.89
31501,0.12,0.65
31502,0.15,0.49
31503,0.25,0.24
31504,0.46,0.61
31505,0.62,0.85
31506,0.14,0.31
31507,0.17,0.56
31508,0.27,0.4
31509,0.11,0.69
31510,0.36,0.67
31511,0.24,0.41
31512,0.27,0.3
31513,0.25,0.35
31514,0.55,0.51
31515,0.32,0.45
31516,0.32,0.31
31517,0.23,0.54
31518,0.16,0.62
31519,0.18,0.57
31520,0.28,0.62
31521,0.1,0.78
31522,0.57,0.83
31523,0.41,0.54
31524,0.17,0.13
31525,0.5,0.69
31526,0.41,0.79
31527,0.14,0.54
31528,0.33,0.41
31529,0.22,0.43
31530,0.22,0.26
31531,0.39,0.27
31532,0.1,0.23
31533,0.7,0.73
31534,0.21,0.35
31535,0.44,0.53
31536,0.15,0.72
31537,0.15,0.27
31538,0.15,0.28
31539,0.62,0.65
31540,0.52,0.34
31541,0.19,0.56
31542,0.22,0.55
31543,0.2,0.36
31544,0.51,0.74
31545,0.13,0.4
31546,0.22,0.24
31547,0.76,0.78
31548,0.22,0.41
31549,0.32,0.59
31550,0.16,0.16
31551,0.67,0.67
31552,0.13,0.83
31553,0.35,0.53
31554,0.27,0.13
31555,0.55,0.75
31556,0.33,0.46
31557,0.08,0.08
31558,0.2,0.31
31559,0.4,0.71
31560,0.48,0.73
31561,0.23,0.29
31562,0.12,0.15
31563,0.13,0.21
31564,0.3,0.52
31565,0.24,0.75
31566,0.21,0.36
31567,0.29,0.45
31568,0.23,0.76
31569,0.21,0.26
31570,0.49,0.59
31571,0.2,0.42
31572,0.19,0.36
31573,0.23,0.27
31574,0.41,0.5
31575,0.41,0.43
31576,0.23,0.61
31577,0.25,0.38
31578,0.24,0.77
31579,0.14,0.26
31580,0.46,0.65
31581,0.62,0.74
31582,0.27,0.43
31583,0.25,0.78
31584,0.28,0.43
31585,0.11,0.22
31586,0.12,0.14
31587,0.32,0.52
31588,0.23,0.44
31589,0.24,0.23
31590,0.48,0.32
31591,0.18,0.41
31592,0.21,0.28
31593,0.33,0.42
31594,0.16,0.58
31595,0.35,0.39
31596,0.53,0.63
31597,0.22,0.62
31598,0.33,0.69
31599,0.28,0.85
31600,0.3,0.59
31601,0.24,0.76
31602,0.07,0.04
31603,0.06,0.56
31604,0.25,0.48
31605,0.16,0.32
31606,0.16,0.35
31607,0.23,0.39
31608,0.26,0.54
31609,0.19,0.29
31610,0.34,0.36
31611,0.16,0.54
31612,0.29,0.48
31613,0.11,0.05
31614,0.38,0.28
31615,0.37,0.33
31616,0.21,0.41
31617,0.45,0.8
31618,0.24,0.31
31619,0.32,0.37
31620,0.14,0.15
31621,0.09,0.11
31622,0.59,0.76
31623,0.28,0.24
31624,0.11,0.11
31625,0.2,0.74
31626,0.29,0.52
31627,0.2,0.21
31628,0.29,0.79
31629,0.44,0.46
31630,0.18,0.78
31631,0.28,0.22
31632,0.31,0.42
31633,0.2,0.25
31634,0.09,0.6
31635,0.46,0.21
31636,0.42,0.61
31637,0.28,0.35
31638,0.52,0.68
31639,0.48,0.73
31640,0.36,0.37
31641,0.76,0.86
31642,0.65,0.7
31643,0.17,0.35
31644,0.18,0.6
31645,0.19,0.11
31646,0.29,0.58
31647,0.43,0.74
31648,0.33,0.49
31649,0.39,0.65
31650,0.45,0.37
31651,0.77,0.71
31652,0.78,0.73
31653,0.2,0.37
31654,0.18,0.23
31655,0.14,0.24
31656,0.27,0.49
31657,0.16,0.38
31658,0.24,0.33
31659,0.18,0.48
31660,0.8,0.89
31661,0.31,0.84
31662,0.25,0.19
31663,0.56,0.57
31664,0.45,0.82
31665,0.12,0.74
31666,0.28,0.67
31667,0.23,0.27
31668,0.13,0.2
31669,0.23,0.37
31670,0.32,0.86
31671,0.13,0.39
31672,0.14,0.2
31673,0.26,0.6
31674,0.28,0.58
31675,0.53,0.39
31676,0.11,0.28
31677,0.21,0.5
31678,0.72,0.89
31679,0.24,0.61
31680,0.1,0.77
31681,0.3,0.19
31682,0.17,0.73
31683,0.26,0.15
31684,0.14,0.16
31685,0.3,0.48
31686,0.29,0.28
31687,0.13,0.43
31688,0.05,0.16
31689,0.19,0.71
31690,0.23,0.52
31691,0.27,0.72
31692,0.08,0.2
31693,0.28,0.35
31694,0.32,0.79
31695,0.3,0.49
31696,0.25,0.26
31697,0.54,0.84
31698,0.23,0.18
31699,0.29,0.55
31700,0.34,0.54
31701,0.32,0.76
31702,0.17,0.73
31703,0.06,0.21
31704,0.69,0.65
31705,0.23,0.55
31706,0.19,0.66
31707,0.57,0.64
31708,0.39,0.62
31709,0.76,0.76
31710,0.45,0.62
31711,0.37,0.37
31712,0.36,0.56
31713,0.17,0.25
31714,0.15,0.56
31715,0.54,0.82
31716,0.12,0.29
31717,0.34,0.6
31718,0.28,0.33
31719,0.31,0.35
31720,0.19,0.71
31721,0.07,0.09
31722,0.3,0.7
31723,0.35,0.37
31724,0.43,0.45
31725,0.2,0.16
31726,0.16,0.24
31727,0.33,0.53
31728,0.07,0.67
31729,0.39,0.26
31730,0.57,0.82
31731,0.05,0.34
31732,0.2,0.38
31733,0.55,0.56
31734,0.25,0.37
31735,0.36,0.59
31736,0.1,0.31
31737,0.16,0.35
31738,0.29,0.53
31739,0.14,0.79
31740,0.39,0.61
31741,0.23,0.3
31742,0.54,0.72
31743,0.43,0.41
31744,0.22,0.33
31745,0.26,0.35
31746,0.14,0.3
31747,0.14,0.52
31748,0.18,0.23
31749,0.35,0.83
31750,0.27,0.5
31751,0.18,0.14
31752,0.11,0.17
31753,0.2,0.8
31754,0.37,0.8
31755,0.14,0.15
31756,0.51,0.87
31757,0.36,0.57
31758,0.57,0.79
31759,0.18,0.24
31760,0.21,0.23
31761,0.23,0.38
31762,0.27,0.4
31763,0.7,0.45
31764,0.15,0.37
31765,0.22,0.62
31766,0.4,0.49
31767,0.43,0.79
31768,0.05,0.15
31769,0.14,0.1
31770,0.18,0.62
31771,0.29,0.38
31772,0.3,0.71
31773,0.2,0.36
31774,0.28,0.43
31775,0.13,0.79
31776,0.47,0.8
31777,0.17,0.28
31778,0.26,0.3
31779,0.06,0.04
31780,0.24,0.53
31781,0.22,0.2
31782,0.24,0.44
31783,0.52,0.29
31784,0.24,0.3
31785,0.22,0.32
31786,0.15,0.14
31787,0.16,0.36
31788,0.32,0.46
31789,0.17,0.63
31790,0.36,0.38
31791,0.31,0.21
31792,0.17,0.45
31793,0.16,0.34
31794,0.23,0.45
31795,0.42,0.26
31796,0.37,0.37
31797,0.53,0.72
31798,0.35,0.69
31799,0.03,0.08
31800,0.34,0.32
31801,0.42,0.6
31802,0.77,0.86
31803,0.31,0.76
31804,0.15,0.25
31805,0.17,0.16
31806,0.29,0.22
31807,0.63,0.75
31808,0.09,0.71
31809,0.42,0.45
31810,0.09,0.18
31811,0.5,0.26
31812,0.25,0.83
31813,0.34,0.59
31814,0.23,0.31
31815,0.31,0.52
31816,0.27,0.64
31817,0.19,0.21
31818,0.45,0.62
31819,0.18,0.21
31820,0.15,0.2
31821,0.21,0.18
31822,0.46,0.58
31823,0.37,0.47
31824,0.24,0.76
31825,0.3,0.37
31826,0.14,0.39
31827,0.49,0.34
31828,0.21,0.37
31829,0.15,0.15
31830,0.23,0.52
31831,0.17,0.67
31832,0.29,0.47
31833,0.27,0.62
31834,0.35,0.58
31835,0.1,0.22
31836,0.12,0.16
31837,0.62,0.73
31838,0.22,0.65
31839,0.09,0.26
31840,0.12,0.24
31841,0.19,0.33
31842,0.26,0.3
31843,0.68,0.78
31844,0.27,0.7
31845,0.62,0.62
31846,0.51,0.76
31847,0.23,0.5
31848,0.23,0.28
31849,0.14,0.19
31850,0.09,0.19
31851,0.07,0.23
31852,0.32,0.32
31853,0.74,0.68
31854,0.73,0.89
31855,0.73,0.88
31856,0.21,0.16
31857,0.2,0.58
31858,0.17,0.53
31859,0.32,0.68
31860,0.31,0.65
31861,0.14,0.15
31862,0.09,0.17
31863,0.25,0.77
31864,0.1,0.41
31865,0.14,0.64
31866,0.35,0.22
31867,0.27,0.47
31868,0.13,0.12
31869,0.13,0.18
31870,0.08,0.15
31871,0.48,0.76
31872,0.22,0.31
31873,0.24,0.34
31874,0.19,0.22
31875,0.24,0.26
31876,0.21,0.32
31877,0.09,0.13
31878,0.29,0.85
31879,0.26,0.64
31880,0.18,0.17
31881,0.51,0.49
31882,0.14,0.24
31883,0.43,0.5
31884,0.18,0.22
31885,0.19,0.73
31886,0.32,0.32
31887,0.13,0.17
31888,0.31,0.47
31889,0.38,0.74
31890,0.28,0.33
31891,0.14,0.14
31892,0.32,0.68
31893,0.31,0.67
31894,0.47,0.72
31895,0.18,0.16
31896,0.37,0.68
31897,0.38,0.78
31898,0.19,0.32
31899,0.53,0.64
31900,0.39,0.39
31901,0.34,0.33
31902,0.22,0.19
31903,0.49,0.5
31904,0.16,0.19
31905,0.22,0.22
31906,0.13,0.29
31907,0.13,0.54
31908,0.21,0.1
31909,0.16,0.49
31910,0.12,0.47
31911,0.15,0.86
31912,0.19,0.51
31913,0.22,0.47
31914,0.34,0.71
31915,0.16,0.63
31916,0.1,0.65
31917,0.36,0.22
31918,0.18,0.82
31919,0.58,0.53
31920,0.09,0.85
31921,0.31,0.52
31922,0.12,0.21
31923,0.19,0.28
31924,0.27,0.29
31925,0.18,0.75
31926,0.07,0.06
31927,0.45,0.44
31928,0.24,0.78
31929,0.26,0.41
31930,0.3,0.39
31931,0.37,0.73
31932,0.2,0.39
31933,0.46,0.19
31934,0.08,0.18
31935,0.6,0.82
31936,0.21,0.37
31937,0.36,0.37
31938,0.59,0.6
31939,0.07,0.22
31940,0.08,0.13
31941,0.24,0.69
31942,0.03,0.06
31943,0.23,0.22
31944,0.24,0.71
31945,0.27,0.39
31946,0.22,0.3
31947,0.14,0.23
31948,0.1,0.78
31949,0.41,0.28
31950,0.11,0.2
31951,0.31,0.34
31952,0.22,0.32
31953,0.23,0.32
31954,0.42,0.78
31955,0.22,0.3
31956,0.23,0.34
31957,0.37,0.68
31958,0.11,0.17
31959,0.14,0.23
31960,0.35,0.33
31961,0.21,0.07
31962,0.25,0.5
31963,0.61,0.71
31964,0.21,0.2
31965,0.24,0.73
31966,0.25,0.24
31967,0.12,0.21
31968,0.44,0.3
31969,0.43,0.54
31970,0.27,0.44
31971,0.18,0.46
31972,0.19,0.26
31973,0.27,0.18
31974,0.21,0.18
31975,0.04,0.13
31976,0.35,0.27
31977,0.05,0.06
31978,0.4,0.47
31979,0.23,0.24
31980,0.22,0.64
31981,0.38,0.34
31982,0.18,0.23
31983,0.48,0.61
31984,0.15,0.05
31985,0.16,0.26
31986,0.46,0.83
31987,0.26,0.42
31988,0.34,0.5
31989,0.31,0.79
31990,0.1,0.87
31991,0.42,0.54
31992,0.13,0.16
31993,0.55,0.56
31994,0.39,0.36
31995,0.52,0.48
31996,0.19,0.3
31997,0.18,0.74
31998,0.1,0.35
31999,0.05,0.08
32000,0.49,0.78
32001,0.29,0.47
32002,0.37,0.66
32003,0.28,0.46
32004,0.42,0.68
32005,0.17,0.17
32006,0.24,0.58
32007,0.57,0.88
32008,0.12,0.13
32009,0.18,0.42
32010,0.27,0.44
32011,0.14,0.73
32012,0.25,0.63
32013,0.41,0.75
32014,0.26,0.45
32015,0.25,0.36
32016,0.36,0.55
32017,0.19,0.17
32018,0.18,0.09
32019,0.46,0.57
32020,0.56,0.7
32021,0.23,0.34
32022,0.25,0.51
32023,0.18,0.75
32024,0.32,0.44
32025,0.43,0.52
32026,0.29,0.4
32027,0.17,0.88
32028,0.73,0.82
32029,0.11,0.13
32030,0.35,0.56
32031,0.17,0.16
32032,0.48,0.38
32033,0.06,0.13
32034,0.15,0.55
32035,0.21,0.14
32036,0.2,0.49
32037,0.23,0.74
32038,0.39,0.66
32039,0.46,0.35
32040,0.44,0.78
32041,0.7,0.87
32042,0.2,0.63
32043,0.45,0.57
32044,0.14,0.24
32045,0.2,0.82
32046,0.22,0.35
32047,0.73,0.77
32048,0.38,0.38
32049,0.13,0.24
32050,0.39,0.66
32051,0.14,0.58
32052,0.44,0.7
32053,0.09,0.18
32054,0.28,0.32
32055,0.24,0.33
32056,0.15,0.38
32057,0.13,0.1
32058,0.19,0.21
32059,0.24,0.59
32060,0.12,0.75
32061,0.31,0.16
32062,0.17,0.2
32063,0.18,0.66
32064,0.22,0.28
32065,0.21,0.38
32066,0.21,0.21
32067,0.12,0.14
32068,0.19,0.23
32069,0.47,0.86
32070,0.71,0.84
32071,0.42,0.69
32072,0.6,0.75
32073,0.09,0.1
32074,0.12,0.43
32075,0.19,0.13
32076,0.15,0.78
32077,0.38,0.29
32078,0.13,0.11
32079,0.32,0.17
32080,0.13,0.22
32081,0.53,0.75
32082,0.11,0.1
32083,0.16,0.29
32084,0.18,0.56
32085,0.26,0.59
32086,0.69,0.74
32087,0.22,0.77
32088,0.2,0.69
32089,0.44,0.67
32090,0.13,0.61
32091,0.26,0.27
32092,0.22,0.28
32093,0.15,0.27
32094,0.22,0.33
32095,0.58,0.72
32096,0.27,0.69
32097,0.22,0.53
32098,0.15,0.12
32099,0.2,0.41
32100,0.44,0.36
32101,0.52,0.68
32102,0.17,0.38
32103,0.25,0.43
32104,0.09,0.48
32105,0.28,0.82
32106,0.39,0.52
32107,0.26,0.4
32108,0.23,0.26
32109,0.24,0.25
32110,0.19,0.27
32111,0.29,0.41
32112,0.61,0.52
32113,0.21,0.44
32114,0.5,0.55
32115,0.12,0.18
32116,0.08,0.14
32117,0.81,0.87
32118,0.31,0.5
32119,0.35,0.63
32120,0.46,0.73
32121,0.65,0.6
32122,0.19,0.54
32123,0.08,0.47
32124,0.1,0.8
32125,0.09,0.14
32126,0.62,0.83
32127,0.28,0.37
32128,0.24,0.58
32129,0.15,0.2
32130,0.5,0.44
32131,0.74,0.8
32132,0.15,0.87
32133,0.07,0.05
32134,0.21,0.69
32135,0.29,0.43
32136,0.23,0.19
32137,0.24,0.71
32138,0.24,0.49
32139,0.22,0.11
32140,0.37,0.21
32141,0.12,0.25
32142,0.17,0.84
32143,0.23,0.42
32144,0.22,0.37
32145,0.26,0.3
32146,0.21,0.16
32147,0.34,0.32
32148,0.37,0.85
32149,0.32,0.47
32150,0.16,0.8
32151,0.08,0.12
32152,0.25,0.68
32153,0.12,0.52
32154,0.08,0.09
32155,0.18,0.41
32156,0.14,0.15
32157,0.23,0.08
